account_id,customer_id,branch_id,country,currency,account_type,account_status,iban,opening_balance,current_balance,interest_rate,overdraft_limit,opened_date
ACC00008451,CUS00006263,BR000020,Switzerland,Switzerland,Savings,Active,SW99NGB1633639162487951,5610,6155.93,4.53,0,2021-01-10
ACC00008452,CUS00006264,BR000001,Canada,Canada,Savings,Dormant,CA99NGB6163141964035622,13492,25549.02,3.25,0,2025-09-02
ACC00008453,CUS00006264,BR000001,Canada,Canada,Business,Active,CA99NGB1217394525437800,143318,306100.34,0.64,67712,2026-01-17
ACC00008454,CUS00006265,BR000003,United Arab Emirates,United Arab Emirates,Savings,Active,UN99NGB4660972159723490,6975,5261.37,3.72,0,2026-05-17
ACC00008455,CUS00006266,BR000046,Japan,Japan,Savings,Active,JA99NGB2092394971067390,16715,22994.23,4.45,0,2022-06-26
ACC00008456,CUS00006267,BR000008,France,France,Savings,Active,FR99NGB8020999386785778,3177,6724.49,3.16,0,2016-07-18
ACC00008457,CUS00006267,BR000008,France,France,Savings,Active,FR99NGB8904245523982679,1215,1285.56,4.3,0,2017-01-24
ACC00008458,CUS00006268,BR000009,Singapore,Singapore,Savings,Active,SI99NGB4238366206323858,2062,3125.75,2.62,0,2026-01-06
ACC00008459,CUS00006269,BR000047,United Arab Emirates,United Arab Emirates,Current,Active,UN99NGB3070178196864695,12134,19498.09,0.05,2448,2016-09-23
ACC00008460,CUS00006269,BR000047,United Arab Emirates,United Arab Emirates,Savings,Dormant,UN99NGB8103945182052739,12120,11904.51,4.42,0,2026-05-11
ACC00008461,CUS00006270,BR000019,France,France,Current,Active,FR99NGB3968946780551608,46532,71523.39,0.03,7922,2021-04-29
ACC00008462,CUS00006271,BR000004,United States,United States,Business,Active,UN99NGB9270810824657555,298237,532895.67,0.77,38062,2017-08-05
ACC00008463,CUS00006271,BR000004,United States,United States,Business,Active,UN99NGB7152840428637104,34105,50487.94,0.59,80843,2021-03-23
ACC00008464,CUS00006272,BR000048,Germany,Germany,Current,Active,GE99NGB6532185541389925,45545,19166.75,0.41,6307,2022-12-20
ACC00008465,CUS00006273,BR000045,Canada,Canada,Savings,Active,CA99NGB2440761675754330,11193,15880.49,2.18,0,2022-10-17
ACC00008466,CUS00006274,BR000024,Australia,Australia,Savings,Active,AU99NGB6940147464903507,9442,3913.75,4.51,0,2023-06-22
ACC00008467,CUS00006275,BR000026,Australia,Australia,Savings,Active,AU99NGB6250018199950578,14282,6058.13,4.28,0,2025-04-20
ACC00008468,CUS00006276,BR000041,United Arab Emirates,United Arab Emirates,Current,Active,UN99NGB4251402184742269,15353,31388.16,0.47,5977,2019-07-16
ACC00008469,CUS00006276,BR000041,United Arab Emirates,United Arab Emirates,Savings,Active,UN99NGB6508956657383712,6069,7236.12,3.36,0,2019-03-02
ACC00008470,CUS00006277,BR000049,Singapore,Singapore,Savings,Active,SI99NGB2905209150025785,19247,36317.37,3.52,0,2026-02-12
ACC00008471,CUS00006278,BR000027,France,France,Business,Active,FR99NGB5881104962411814,136330,62214.4,0.82,62968,2023-06-07
ACC00008472,CUS00006278,BR000027,France,France,Savings,Closed,FR99NGB4442445011548651,7051,15256.23,3.87,0,2018-07-03
ACC00008473,CUS00006279,BR000049,Singapore,Singapore,Current,Active,SI99NGB4403656899399578,17734,15558.18,0.19,6573,2023-06-15
ACC00008474,CUS00006280,BR000003,United Arab Emirates,United Arab Emirates,Current,Active,UN99NGB1852353085402207,11957,14679.5,0.02,5822,2020-04-13
ACC00008475,CUS00006281,BR000026,Australia,Australia,Savings,Active,AU99NGB8962995965370496,19129,23392.92,2.31,0,2025-07-09
ACC00008476,CUS00006281,BR000026,Australia,Australia,Current,Active,AU99NGB1248074469146829,25753,14014.11,0.43,7675,2022-06-05
ACC00008477,CUS00006282,BR000027,France,France,Savings,Active,FR99NGB8679639412988103,14308,30057.42,4.38,0,2021-05-06
ACC00008478,CUS00006282,BR000027,France,France,Savings,Dormant,FR99NGB4244823838194608,6744,3199.53,2.23,0,2024-05-08
ACC00008479,CUS00006283,BR000010,Singapore,Singapore,Current,Active,SI99NGB2450051641331582,12583,17010.37,0.02,8025,2024-10-15
ACC00008480,CUS00006284,BR000005,Germany,Germany,Savings,Active,GE99NGB3783886883582039,4676,5818.53,2.82,0,2024-06-18
ACC00008481,CUS00006285,BR000007,Australia,Australia,Savings,Active,AU99NGB9735689528997322,8543,12158.7,4.05,0,2025-03-02
ACC00008482,CUS00006286,BR000020,Switzerland,Switzerland,Savings,Active,SW99NGB6513968045599672,9698,10775.68,3.41,0,2023-04-02
ACC00008483,CUS00006287,BR000030,Germany,Germany,Current,Active,GE99NGB4847415947474021,32189,18179.98,0.42,747,2020-03-23
ACC00008484,CUS00006287,BR000030,Germany,Germany,Savings,Active,GE99NGB2486046355154986,13782,7624.83,4.17,0,2018-01-06
ACC00008485,CUS00006288,BR000032,United Kingdom,United Kingdom,Savings,Active,UN99NGB2509654701622989,4473,4259.61,4.32,0,2025-12-22
ACC00008486,CUS00006289,BR000004,United States,United States,Savings,Active,UN99NGB8367709824150640,12415,13476.52,3.33,0,2020-05-09
ACC00008487,CUS00006290,BR000007,Australia,Australia,Savings,Dormant,AU99NGB6690643533051225,15499,24825.13,2.14,0,2016-12-04
ACC00008488,CUS00006291,BR000012,United States,United States,Savings,Active,UN99NGB7896750154216207,15875,20742.56,3.19,0,2016-08-08
ACC00008489,CUS00006292,BR000001,Canada,Canada,Current,Active,CA99NGB5258964955447854,24000,36230.29,0.1,6423,2023-02-06
ACC00008490,CUS00006293,BR000012,United States,United States,Savings,Active,UN99NGB5309536027588553,10420,6569.86,3.8,0,2024-10-02
ACC00008491,CUS00006293,BR000012,United States,United States,Savings,Active,UN99NGB2792322506707476,16058,14264.33,3.26,0,2024-06-08
ACC00008492,CUS00006294,BR000003,United Arab Emirates,United Arab Emirates,Savings,Active,UN99NGB1734591084034232,7107,7794.04,2.25,0,2020-07-31
ACC00008493,CUS00006295,BR000043,France,France,Savings,Active,FR99NGB8774837344907441,3859,8173.75,4.16,0,2018-06-22
ACC00008494,CUS00006296,BR000028,United Arab Emirates,United Arab Emirates,Savings,Active,UN99NGB2491518827694902,11461,11680.53,2.36,0,2024-09-25
ACC00008495,CUS00006297,BR000028,United Arab Emirates,United Arab Emirates,Current,Active,UN99NGB1615556142582889,46801,54216.77,0.08,3249,2020-04-12
ACC00008496,CUS00006297,BR000028,United Arab Emirates,United Arab Emirates,Current,Active,UN99NGB7472717957481765,29067,12756.27,0.17,7879,2025-11-02
ACC00008497,CUS00006298,BR000020,Switzerland,Switzerland,Savings,Active,SW99NGB9236653510163545,6303,5069.64,3.96,0,2023-09-24
ACC00008498,CUS00006299,BR000037,United Kingdom,United Kingdom,Savings,Active,UN99NGB3219080172266660,11222,19608.95,2.42,0,2025-11-29
ACC00008499,CUS00006300,BR000015,Canada,Canada,Current,Active,CA99NGB7345788025991064,46390,42648.4,0.35,1038,2022-06-13
ACC00008500,CUS00006300,BR000015,Canada,Canada,Savings,Active,CA99NGB4452260493808286,8579,5305.37,2.81,0,2021-12-30
ACC00008501,CUS00006301,BR000003,United Arab Emirates,United Arab Emirates,Current,Active,UN99NGB1480481552974406,3128,2549.4,0.04,5889,2026-03-24
ACC00008502,CUS00006302,BR000008,France,France,Current,Active,FR99NGB3819936829510947,19534,17969.28,0.25,1123,2017-06-20
ACC00008503,CUS00006303,BR000018,United Kingdom,United Kingdom,Business,Active,UN99NGB4094397072072486,343715,594279.78,0.87,56101,2022-04-15
ACC00008504,CUS00006304,BR000050,Canada,Canada,Savings,Active,CA99NGB4381796603096803,12127,24707.97,4.67,0,2021-06-28
ACC00008505,CUS00006305,BR000043,France,France,Savings,Active,FR99NGB2634327842415955,9310,16142.95,2.41,0,2020-09-06
ACC00008506,CUS00006306,BR000024,Australia,Australia,Savings,Active,AU99NGB8850526617028890,18240,24294.63,4.49,0,2021-11-12
ACC00008507,CUS00006306,BR000024,Australia,Australia,Business,Active,AU99NGB4685246445675151,207900,88285.76,0.53,11321,2025-08-09
ACC00008508,CUS00006307,BR000049,Singapore,Singapore,Current,Active,SI99NGB4579737465849719,6181,10116.39,0.17,8622,2023-01-04
ACC00008509,CUS00006308,BR000030,Germany,Germany,Current,Active,GE99NGB4761979364611509,28958,35410.73,0.05,832,2019-02-26
ACC00008510,CUS00006309,BR000039,France,France,Savings,Active,FR99NGB2694602222359473,4683,9516.05,2.48,0,2021-02-15
ACC00008511,CUS00006309,BR000039,France,France,Current,Active,FR99NGB5224633090405070,34735,27876.05,0.03,6255,2023-02-11
ACC00008512,CUS00006310,BR000041,United Arab Emirates,United Arab Emirates,Savings,Active,UN99NGB2490320925208368,13047,10241.05,2.49,0,2016-08-13
ACC00008513,CUS00006310,BR000041,United Arab Emirates,United Arab Emirates,Current,Active,UN99NGB4535870301396219,23897,51840.32,0.23,7834,2020-01-05
ACC00008514,CUS00006311,BR000035,Canada,Canada,Savings,Active,CA99NGB6805230358954099,13710,8845.14,2.25,0,2017-11-22
ACC00008515,CUS00006312,BR000009,Singapore,Singapore,Savings,Active,SI99NGB7130813097787415,563,543.75,4.06,0,2017-04-28
ACC00008516,CUS00006312,BR000009,Singapore,Singapore,Savings,Active,SI99NGB6456048872435818,8386,15778.27,3.38,0,2024-08-21
ACC00008517,CUS00006313,BR000004,United States,United States,Savings,Dormant,UN99NGB3436375885992758,19263,8547.03,4.46,0,2023-11-09
ACC00008518,CUS00006314,BR000011,Canada,Canada,Current,Active,CA99NGB2314419005628176,11025,19241.58,0.25,8207,2026-01-05
ACC00008519,CUS00006315,BR000017,Australia,Australia,Savings,Active,AU99NGB4489367548284725,12569,7207.92,3.38,0,2020-11-23
ACC00008520,CUS00006316,BR000026,Australia,Australia,Savings,Active,AU99NGB7073591513445548,1445,904.32,2.25,0,2022-12-25
ACC00008521,CUS00006316,BR000026,Australia,Australia,Savings,Active,AU99NGB3210962612265753,17997,28466.19,2.32,0,2018-12-30
ACC00008522,CUS00006317,BR000041,United Arab Emirates,United Arab Emirates,Savings,Active,UN99NGB1611219640717105,12206,7869.71,4.28,0,2019-10-15
ACC00008523,CUS00006318,BR000035,Canada,Canada,Savings,Active,CA99NGB7986144625939553,16076,29738.34,2.07,0,2020-02-29
ACC00008524,CUS00006319,BR000032,United Kingdom,United Kingdom,Savings,Active,UN99NGB6034173876018502,19973,25399.23,4.44,0,2026-06-02
ACC00008525,CUS00006320,BR000016,France,France,Business,Active,FR99NGB5314283631279309,370037,240689.23,0.92,48605,2022-03-12
ACC00008526,CUS00006321,BR000008,France,France,Savings,Active,FR99NGB3424614776355323,16994,27852.18,2.68,0,2021-12-20
ACC00008527,CUS00006321,BR000008,France,France,Savings,Active,FR99NGB3908797208656129,11451,9265.4,4.78,0,2022-01-18
ACC00008528,CUS00006322,BR000035,Canada,Canada,Savings,Active,CA99NGB8261989508088713,5235,3977.15,3.33,0,2021-06-08
ACC00008529,CUS00006323,BR000046,Japan,Japan,Business,Active,JA99NGB9340713453271585,478287,756374.13,1.03,32065,2020-03-02
ACC00008530,CUS00006323,BR000046,Japan,Japan,Current,Dormant,JA99NGB5488948477153736,49358,82782.4,0.05,7952,2020-04-11
ACC00008531,CUS00006324,BR000041,United Arab Emirates,United Arab Emirates,Savings,Active,UN99NGB9389612630585550,934,1999.87,2.22,0,2017-10-17
ACC00008532,CUS00006325,BR000034,United Arab Emirates,United Arab Emirates,Savings,Active,UN99NGB3845912488723656,18311,9587.11,4.2,0,2025-12-18
ACC00008533,CUS00006326,BR000023,United States,United States,Savings,Active,UN99NGB3484196506307267,5168,8891.02,4.37,0,2021-01-26
ACC00008534,CUS00006327,BR000012,United States,United States,Current,Closed,UN99NGB2637421703962849,47778,59654.05,0.01,9952,2023-09-13
ACC00008535,CUS00006328,BR000048,Germany,Germany,Savings,Active,GE99NGB1704905816844297,12561,8345.96,2.94,0,2018-08-08
ACC00008536,CUS00006329,BR000031,Canada,Canada,Savings,Active,CA99NGB9278255338988895,13518,17395.67,4.74,0,2018-05-13
ACC00008537,CUS00006330,BR000008,France,France,Savings,Active,FR99NGB4752187097435289,17034,9395.81,4.15,0,2026-01-30
ACC00008538,CUS00006331,BR000039,France,France,Savings,Active,FR99NGB2013335741304029,8777,13130.79,2.14,0,2017-10-25
ACC00008539,CUS00006332,BR000035,Canada,Canada,Savings,Active,CA99NGB7257335121726914,9871,8564.94,3.34,0,2023-02-17
ACC00008540,CUS00006333,BR000037,United Kingdom,United Kingdom,Business,Active,UN99NGB9290050808651653,62533,59298.37,1.24,92693,2022-08-09
ACC00008541,CUS00006334,BR000030,Germany,Germany,Savings,Active,GE99NGB3233384063281555,14681,26273.73,3.73,0,2019-01-22
ACC00008542,CUS00006335,BR000041,United Arab Emirates,United Arab Emirates,Business,Active,UN99NGB9399041365798004,107597,58175.86,1.34,57765,2022-01-17
ACC00008543,CUS00006336,BR000018,United Kingdom,United Kingdom,Savings,Active,UN99NGB7849692384112418,15773,24460.54,3.45,0,2021-08-30
ACC00008544,CUS00006336,BR000018,United Kingdom,United Kingdom,Savings,Active,UN99NGB8430946406794071,4647,2458.81,2.4,0,2019-03-26
ACC00008545,CUS00006337,BR000047,United Arab Emirates,United Arab Emirates,Current,Active,UN99NGB4688666321083693,37612,16499.4,0.34,7931,2023-08-15
ACC00008546,CUS00006338,BR000045,Canada,Canada,Business,Active,CA99NGB5184167427701429,295246,298089.01,0.78,80825,2026-04-22
ACC00008547,CUS00006339,BR000018,United Kingdom,United Kingdom,Current,Active,UN99NGB4697951464126401,38531,24671.27,0.42,9344,2018-09-16
ACC00008548,CUS00006339,BR000018,United Kingdom,United Kingdom,Savings,Active,UN99NGB8383628930028340,5519,8149.42,2.44,0,2022-04-28
ACC00008549,CUS00006339,BR000018,United Kingdom,United Kingdom,Savings,Active,UN99NGB5244547047766691,6667,14565.78,3.22,0,2023-11-13
ACC00008550,CUS00006340,BR000025,Switzerland,Switzerland,Business,Active,SW99NGB7709913627024987,333284,624699.47,1.39,61483,2022-07-27
ACC00008551,CUS00006341,BR000031,Canada,Canada,Savings,Active,CA99NGB2053856527247378,2954,3552.32,2.61,0,2017-02-01
ACC00008552,CUS00006342,BR000040,United Kingdom,United Kingdom,Savings,Active,UN99NGB8859814390488102,6908,5560.42,4.81,0,2017-07-25
ACC00008553,CUS00006342,BR000040,United Kingdom,United Kingdom,Savings,Active,UN99NGB2859338587046041,5252,4205.76,4.26,0,2025-12-11
ACC00008554,CUS00006343,BR000022,United Arab Emirates,United Arab Emirates,Savings,Active,UN99NGB3207787246764086,6358,10178.94,4.03,0,2019-04-09
ACC00008555,CUS00006344,BR000013,Australia,Australia,Savings,Active,AU99NGB2857611666360022,9073,17921.46,2.1,0,2017-02-02
ACC00008556,CUS00006345,BR000021,United Kingdom,United Kingdom,Savings,Active,UN99NGB5984088023951437,9931,8552.34,3.31,0,2018-05-29
ACC00008557,CUS00006345,BR000021,United Kingdom,United Kingdom,Savings,Active,UN99NGB2085409069031784,6119,8759.03,2.43,0,2024-10-03
ACC00008558,CUS00006346,BR000037,United Kingdom,United Kingdom,Current,Active,UN99NGB8022925693637475,49739,43279.99,0.25,2177,2023-01-03
ACC00008559,CUS00006346,BR000037,United Kingdom,United Kingdom,Current,Active,UN99NGB9979205371877191,47489,85265.01,0.14,3992,2020-03-25
ACC00008560,CUS00006347,BR000036,Singapore,Singapore,Current,Active,SI99NGB2758995282576992,15080,20491.96,0.1,8431,2024-05-26
ACC00008561,CUS00006348,BR000003,United Arab Emirates,United Arab Emirates,Savings,Active,UN99NGB3968828135829998,6037,6533.38,2.99,0,2025-07-10
ACC00008562,CUS00006349,BR000011,Canada,Canada,Savings,Active,CA99NGB9452688887853281,9461,8181.16,3.36,0,2024-11-15
ACC00008563,CUS00006350,BR000038,United Arab Emirates,United Arab Emirates,Savings,Active,UN99NGB1485132376751570,18760,37203.84,4.31,0,2017-07-29
ACC00008564,CUS00006351,BR000015,Canada,Canada,Savings,Active,CA99NGB4191602603455056,6197,2825.45,2.65,0,2017-07-15
ACC00008565,CUS00006352,BR000002,Germany,Germany,Savings,Active,GE99NGB1719220429389575,3783,6732.77,3.48,0,2021-11-15
ACC00008566,CUS00006353,BR000006,United Arab Emirates,United Arab Emirates,Current,Active,UN99NGB6413862034605563,40484,72431.17,0.4,2800,2025-07-22
ACC00008567,CUS00006354,BR000008,France,France,Savings,Active,FR99NGB3142776946161677,15546,8487.51,2.51,0,2026-04-17
ACC00008568,CUS00006355,BR000029,Australia,Australia,Current,Active,AU99NGB9178094757345273,25175,47597.17,0.32,3279,2016-08-10
ACC00008569,CUS00006356,BR000023,United States,United States,Savings,Active,UN99NGB6922376922020996,7467,5549.11,4.22,0,2017-06-04
ACC00008570,CUS00006357,BR000020,Switzerland,Switzerland,Current,Active,SW99NGB6249749636594590,12855,9509.02,0.38,5724,2025-11-25
ACC00008571,CUS00006358,BR000034,United Arab Emirates,United Arab Emirates,Savings,Active,UN99NGB8602027265597064,648,342.06,4.11,0,2025-04-13
ACC00008572,CUS00006359,BR000038,United Arab Emirates,United Arab Emirates,Current,Active,UN99NGB2576415665104272,30934,42184.01,0.02,2860,2023-10-17
ACC00008573,CUS00006359,BR000038,United Arab Emirates,United Arab Emirates,Savings,Active,UN99NGB2269651691781774,17125,20528.52,3.32,0,2025-07-12
ACC00008574,CUS00006359,BR000038,United Arab Emirates,United Arab Emirates,Current,Active,UN99NGB1799797463357835,15182,19178.93,0.38,4579,2020-01-12
ACC00008575,CUS00006360,BR000033,Australia,Australia,Savings,Dormant,AU99NGB5135628093271677,16032,25662.41,3.32,0,2022-01-13
ACC00008576,CUS00006361,BR000026,Australia,Australia,Savings,Active,AU99NGB1852032042691158,15730,6327.6,3.58,0,2017-08-07
ACC00008577,CUS00006362,BR000036,Singapore,Singapore,Savings,Active,SI99NGB6528673766581119,5066,10284.04,2.75,0,2025-09-03
ACC00008578,CUS00006363,BR000018,United Kingdom,United Kingdom,Current,Active,UN99NGB4385654721861291,27597,55477.88,0.07,1148,2018-04-17
ACC00008579,CUS00006364,BR000042,Japan,Japan,Current,Active,JA99NGB9817165523199110,8552,18331.06,0.32,8721,2019-12-24
ACC00008580,CUS00006364,BR000042,Japan,Japan,Current,Active,JA99NGB6975133873518419,17411,27844.28,0.33,5088,2017-10-16
ACC00008581,CUS00006365,BR000028,United Arab Emirates,United Arab Emirates,Savings,Active,UN99NGB9238911157483668,6834,8154.06,3.88,0,2018-11-16
ACC00008582,CUS00006366,BR000039,France,France,Savings,Active,FR99NGB4536991932428359,18849,27590.1,2.36,0,2025-02-16
ACC00008583,CUS00006367,BR000001,Canada,Canada,Savings,Active,CA99NGB8742989644215359,14445,14832.02,2.91,0,2024-07-04
ACC00008584,CUS00006367,BR000001,Canada,Canada,Savings,Active,CA99NGB9000971001636068,5471,9926.42,2.03,0,2018-04-14
ACC00008585,CUS00006368,BR000041,United Arab Emirates,United Arab Emirates,Current,Active,UN99NGB9550953435941327,33077,69433.25,0.25,4033,2026-02-18
ACC00008586,CUS00006369,BR000006,United Arab Emirates,United Arab Emirates,Current,Active,UN99NGB6938822689866377,3997,4812.26,0.14,5344,2021-09-02
ACC00008587,CUS00006369,BR000006,United Arab Emirates,United Arab Emirates,Savings,Active,UN99NGB3879871160307494,13354,7696.98,4.62,0,2025-12-25
ACC00008588,CUS00006370,BR000046,Japan,Japan,Savings,Active,JA99NGB4625249364057791,6317,5453.55,2.76,0,2021-11-22
ACC00008589,CUS00006371,BR000032,United Kingdom,United Kingdom,Current,Active,UN99NGB2735858122233208,14528,6008.05,0.26,3245,2021-03-05
ACC00008590,CUS00006372,BR000005,Germany,Germany,Savings,Dormant,GE99NGB3182233196955521,18308,16643.76,3.43,0,2018-02-12
ACC00008591,CUS00006373,BR000002,Germany,Germany,Savings,Active,GE99NGB5178272091903199,17178,24023.69,2.77,0,2023-02-13
ACC00008592,CUS00006373,BR000002,Germany,Germany,Savings,Active,GE99NGB3186060929112201,19367,13769.73,4.09,0,2026-06-10
ACC00008593,CUS00006373,BR000002,Germany,Germany,Savings,Active,GE99NGB2071007045781520,2087,2809.01,4.48,0,2022-04-11
ACC00008594,CUS00006374,BR000029,Australia,Australia,Current,Active,AU99NGB1803542446227086,32249,17298.66,0.5,4122,2024-04-19
ACC00008595,CUS00006374,BR000029,Australia,Australia,Savings,Active,AU99NGB5591087519047059,12753,17708.92,3.63,0,2017-10-28
ACC00008596,CUS00006375,BR000037,United Kingdom,United Kingdom,Current,Active,UN99NGB4117819377628643,10256,8887.11,0.01,7158,2024-09-20
ACC00008597,CUS00006375,BR000037,United Kingdom,United Kingdom,Current,Dormant,UN99NGB1236316332155924,44329,50245.15,0.42,9506,2024-12-07
ACC00008598,CUS00006376,BR000002,Germany,Germany,Savings,Active,GE99NGB1995026879082714,2888,4678.51,2.54,0,2017-01-10
ACC00008599,CUS00006377,BR000026,Australia,Australia,Savings,Active,AU99NGB2815327319286789,9091,19385.38,2.91,0,2016-11-08
ACC00008600,CUS00006377,BR000026,Australia,Australia,Savings,Active,AU99NGB1513094551026302,12125,6365.87,3.09,0,2020-03-10
ACC00008601,CUS00006377,BR000026,Australia,Australia,Savings,Active,AU99NGB1545114921050637,12520,11365.05,2.76,0,2025-07-24
